prod_cd,prod_descr,country_code,prod_status_descr,npd_launch,long_descr,category_descr,development_descr,sector_descr,segment_descr,brand_descr,subbrand_descr,type_descr,set_sample_cd,team_category_descr,price_segment_desc,thumbnail_url,image_url,color
32805,NovAge Bright Sublime Serum,G,Ongoing (N),2016-02-01 00:00:00.000,NovAge Bright Sublime Advanced Brightening Multi-Action Essence,Skin Care,Global Development,Facial Care,Anti-Agers,Novage,Bright Sublime,Anti-Aging Serum,REGP,Skin Care,Serums/Treatments/Capsules,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/32/328/32805.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/32/328/32805.ashx?u=0101010000,NULL
29723,Precision Contouring Brush,G,Ongoing (N),2017-09-12 00:00:00.000,Precision Contouring Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/297/29723.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/297/29723.ashx?u=0101010000,NULL
29727,2-in-1 Trimmer,G,Ongoing (N),2017-10-24 00:00:00.000,2-in-1 Trimmer,Accessories,Global Development,Men Accessories,Men Beauty Tools,Non Branded,Not Applicable,Men Grooming,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/297/29727.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/297/29727.ashx?u=0101010000,NULL
25414,Swedish Beauty Complex Plus,G,Discontinued (D),2012-09-18 00:00:00.000,Swedish Beauty Complex Plus,Wellness,Global Development,Vitamins and Dietary Supplement,Combination Non-Herbal/Traditional Dietary Supplements,Wellness by Oriflame,WellnessPack,Antioxidants,REGP,Wellness,Wellness,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/25414.ashx?u=1904201917&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/25414.ashx?u=1904201917,NULL
27570,The ONE Nail Buffer,G,Discontinued (D),2014-07-15 00:00:00.000,The ONE Nail Buffer,Accessories,Global Development,Beauty Tools,Body & Bath Tools,The ONE,Not Applicable,Manicure & Hand Care,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/27/275/27570.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/27/275/27570.ashx?u=0101010000,NULL
30124,Love Nature Face Lotion Tea Tree,G,Discontinued (D),2014-04-22 00:00:00.000,Love Nature Face Lotion Tea Tree,Skin Care,Global Development,Facial Care,Facial Moisturisers,Love Nature,Tea Tree,Moisturiser Day,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/301/30124.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/301/30124.ashx?u=0101010000,NULL
30128,Eclat Femme EDT,G,Ongoing (N),2014-04-01 00:00:00.000,Eclat Femme Eau de Toilette,Fragrances,Global Development,Women Fragrance,Female Fragrance,Eclat,Femme,Female Eau de Toilette,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/301/30128.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/301/30128.ashx?u=0101010000,NULL
22424,Royal Velvet Firming Day Cream,G,Ongoing (N),2011-08-31 00:00:00.000,Royal Velvet Firming Day Cream SPF 15,Skin Care,Global Development,Facial Care,Anti-Agers,Royal Velvet,Not Applicable,Anti-Aging Day,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/DK/Images/Gift-of-the-Day-2014/22424.ashx?u=1411281535&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/DK/Images/Gift-of-the-Day-2014/22424.ashx?u=1411281535,NULL
30863,Masquerade EDT,G,Refeature Limited Life (Z),2014-10-28 00:00:00.000,Masquerade Eau de Toilette,Fragrances,Global Development,Women Fragrance,Female Fragrance,Christmas,Masquerade,Female Eau de Toilette,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/308/30863.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/308/30863.ashx?u=0101010000,NULL
26436,Silk Beauty White Glow Hand Cream,G,Ongoing (N),2013-02-19 00:00:00.000,Silk Beauty White Glow Hand Cream,Skin Care,Global Development,Hand Care,Hand Care,Silk Beauty,Silk Beauty White Glow,Hand Cream,REGP,Personal & Hair Care,Hand Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/26/264/26436.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/26/264/26436.ashx?u=0101010000,NULL
30153,Love Nature Cleansing Gel Tea Tree,G,Discontinued (D),2014-04-22 00:00:00.000,Love Nature Cleansing Gel Tea Tree,Skin Care,Global Development,Facial Care,Facial Cleansers,Love Nature,Tea Tree,Facial Cleanser,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/301/30153.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/301/30153.ashx?u=0101010000,NULL
30878,SkinPro Sonic Brush Heads 2-pack,G,Ongoing (N),2018-06-01 00:00:00.000,SkinPro Sonic Brush Heads 2-pack,Accessories,Global Development,Beauty Tools,SkinCare Tools,SkinPro,Not Applicable,Devices,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/308/30878.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/308/30878.ashx?u=0101010000,NULL
30895,Apple & Cinnamon Soap Bar,G,Refeature Limited Life (Z),2014-09-16 00:00:00.000,Apple & Cinnamon Soap Bar,Personal Care,Global Development,Bath & Shower,Bar Soap,Christmas,Apple & Cinamon,Soap Bar,REGP,Personal & Hair Care,Soap Bar,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/308/30895.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/308/30895.ashx?u=0101010000,NULL
29915,SkinPro Sonic 3-in-1 System,G,Ongoing (N),2018-03-10 00:00:00.000,SkinPro Sonic 3-in-1 System,Accessories,Global Development,Beauty Tools,SkinCare Tools,Non Branded,Not Applicable,Devices,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/299/29915.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/299/29915.ashx?u=0101010000,NULL
30886,Possess EDP,G,Ongoing (N),2014-09-16 00:00:00.000,Possess Eau de Parfum,Fragrances,Global Development,Women Fragrance,Female Fragrance,Possess,Not Applicable,Female Eau de Parfum,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/30/308/30886.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/30/308/30886.ashx?u=0101010000,NULL
25479,Purple Shaker and Scoop,G,Ongoing (N),2012-06-05 00:00:00.000,Purple Shaker and Scoop,Accessories,Global Development,Wellness Accessories,Wellness Routine Accessories,Wellness by Oriflame,Not Applicable,Routine Accessories,REGP,Accessories,NULL,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/25/254/25479.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/25/254/25479.ashx?u=0101010000,NULL
35089,COLOURBOX Lipstick Soft Red,G,Ongoing (N),2018-01-01 00:00:00.000,COLOURBOX Lipstick Soft Red,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35089.ashx?u=1809120815&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35089.ashx?u=1809120815,NULL
35090,COLOURBOX Lipstick Bright Coral,G,Ongoing (N),2018-01-01 00:00:00.000,COLOURBOX Lipstick Bright Coral,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35090.ashx?u=1809180531&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35090.ashx?u=1809180531,NULL
35091,COLOURBOX Lipstick Ruby,G,Ongoing (N),2018-01-01 00:00:00.000,COLOURBOX Lipstick Ruby,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35091.ashx?u=1809051114&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35091.ashx?u=1809051114,NULL
35092,COLOURBOX Lipstick Plum,G,Ongoing (N),2018-01-01 00:00:00.000,COLOURBOX Lipstick Plum,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35092.ashx?u=1809180531&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35092.ashx?u=1809180531,NULL
35093,COLOURBOX Lipstick Burgundy,G,Ongoing (N),2018-01-01 00:00:00.000,COLOURBOX Lipstick Burgundy,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35093.ashx?u=1809180531&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35093.ashx?u=1809180531,NULL
35094,COLOURBOX Lipstick Tangerine,G,Ongoing (N),2018-01-01 00:00:00.000,COLOURBOX Lipstick Tangerine,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35094.ashx?u=1809180531&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35094.ashx?u=1809180531,NULL
28283,Manicure Sticks,G,Discontinued (D),2015-04-17 00:00:00.000,Manicure Sticks,Accessories,Global Development,Beauty Tools,Body & Bath Tools,The ONE,Not Applicable,Manicure & Hand Care,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/28/282/28283.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/28/282/28283.ashx?u=0101010000,NULL
34624,COLOURBOX Lipstick Tangy Orange,G,Ongoing (N),2017-12-01 00:00:00.000,COLOURBOX Lipstick Tangy Orange,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34624.ashx?u=1809051112&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34624.ashx?u=1809051112,NULL
34626,COLOURBOX Lipstick Brick Red,G,Ongoing (N),2017-12-01 00:00:00.000,COLOURBOX Lipstick Brick Red,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34626.ashx?u=1809120814&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34626.ashx?u=1809120814,NULL
34627,COLOURBOX Lipstick Peppy Peach,G,Ongoing (N),2017-12-01 00:00:00.000,COLOURBOX Lipstick Peppy Peach,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34627.ashx?u=1809051112&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34627.ashx?u=1809051112,NULL
35087,COLOURBOX Lipstick Bright Pink,G,Ongoing (N),2018-01-01 00:00:00.000,COLOURBOX Lipstick Bright Pink,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35087.ashx?u=1809120814&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35087.ashx?u=1809120814,NULL
35088,COLOURBOX Lipstick Bright Red,G,Ongoing (N),2018-01-01 00:00:00.000,COLOURBOX Lipstick Bright Red,Colour Cosmetics,India Products,Lip Products,Lipstick,Colourbox,Not Applicable,Lip Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35088.ashx?u=1809120814&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35088.ashx?u=1809120814,NULL
30173,Eclat Homme EdT,G,Ongoing (N),2014-03-11 00:00:00.000,Eclat Homme  Eau de Toilette,Fragrances,Global Development,Men Fragrance,Male Fragrance,Eclat,Homme,Male Eau de Toilette,REGP,Men Fragrance,Male Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/301/30173.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/301/30173.ashx?u=0101010000,NULL
30912,Luna Toiletry Bag,G,Limited Life (L),2018-07-14 00:00:00.000,Luna Toiletry Bag,Accessories,Global Development,Beauty Tools,Cases & Organizers,Non Branded,Not Applicable,Toiletry Bag,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/309/30912.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/309/30912.ashx?u=0101010000,NULL
30550,HairX Vol Mousse Ultra Strong 200ml,G,Discontinued (D),2014-09-16 00:00:00.000,HairX Volume Boost Styling Hair Mousse,Hair Care,Global Development,Styling,Styling,Hair X,Hair X Styling,Styling Mousse,REGP,Personal & Hair Care,Hair Styling,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/305/30550.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/305/30550.ashx?u=0101010000,NULL
30551,HairX Hair Spray Supreme Hold 200ml,G,Discontinued (D),2014-09-16 00:00:00.000,HairX Supreme Hold Styling Hairspray,Hair Care,Global Development,Styling,Styling,Hair X,Hair X Styling,Styling Spray,REGP,Personal & Hair Care,Hair Styling,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/30/305/30551.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/30/305/30551.ashx?u=0101010000,NULL
30881,HairX Smooth & Sleek Cream 150ml,G,Discontinued (D),2014-09-16 00:00:00.000,HairX Smooth & Sleek Styling Hair Cream,Hair Care,Global Development,Styling,Styling,Hair X,Hair X Styling,Styling Cream,REGP,Personal & Hair Care,Hair Styling,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/308/30881.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/308/30881.ashx?u=0101010000,NULL
30615,The ONE IlluSkin Concealer - flight,G,Ongoing (N),2014-03-09 00:00:00.000,The ONE IlluSkin Concealer - Fair Light,Colour Cosmetics,Global Development,Facial Make-Up,Foundation/Concealer,The ONE,Everyday Beauty,Liquid Concealer,REGP,Colour Cosmetics,Concealer,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/30/306/30615.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/30/306/30615.ashx?u=0101010000,NULL
26825,Double-Ended Blackhead Remover,G,Ongoing (N),2013-04-23 00:00:00.000,Double-Ended Blackhead Remover,Accessories,OCSA Purchase (Regional products),Beauty Tools,SkinCare Tools,Pure Skin,Not Applicable,Other Skin Care tools,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/26/268/26825.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/26/268/26825.ashx?u=0101010000,NULL
31605,M&H Gold Moisturising Shower Cream,G,Ongoing (N),2015-08-21 00:00:00.000,Milk & Honey Gold moisturising Shower Cream,Personal Care,Global Development,Bath & Shower,Body Wash/Shower Gel,Milk & Honey,Gold,Shower Cream,REGP,Personal & Hair Care,Shower gels,https://media-asia-cdn.oriflame.com/-/media/PL/Images/Catalog/Products/31605.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/PL/Images/Catalog/Products/31605.ashx?u=0101010000,NULL
32081,GG Bronzing Pearls - nradiance,G,Discontinued (D),2015-08-15 00:00:00.000,Giordani Gold Bronzing Pearls - Natural Radiance,Colour Cosmetics,Global Development,Facial Make-Up,Blusher/Bronzer/Highlighter,Giordani Gold,Bronzing Pearl,Bronzing Pearls,REGP,Colour Cosmetics,Blush,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/320/32081.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/320/32081.ashx?u=0101010000,NULL
33030,Feet Up ADV Callus Soft Foot Serum,G,Ongoing (N),2017-04-18 00:00:00.000,Feet Up Advanced Salvation Foot Serum,Personal Care,Global Development,Foot Care,Foot Care,Feet Up,Feet Up Advanced,Foot Gel,REGP,Personal & Hair Care,Foot care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/330/33030.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/330/33030.ashx?u=0101010000,NULL
30322,SUN ZONE Whitening Protector SPF 30,G,Ongoing (N),2013-12-15 00:00:00.000,Sun Zone Whitening Protector Face and Exposed Areas SPF 30 High,Skin Care,Global Development,Sun Care,Sun Protection,Sun Zone,Not Applicable,Sun Protection Face,REGP,Skin Care,Sun Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/303/30322.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/303/30322.ashx?u=0101010000,NULL
25281,Activelle Cotton Dry ROD 2013,G,Discontinued (D),2013-05-12 00:00:00.000,Activelle Anti-perspirant 24H Deodorant Cotton Dry,Personal Care,Global Development,Deodorant,Deodorants,Activelle,Pure Care,AP Deodorant Roll-on,REGP,Personal & Hair Care,Deodorant,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/25/252/25281.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/25/252/25281.ashx?u=0101010000,NULL
30988,GG CC Cream - Light,G,Ongoing (N),2014-05-11 00:00:00.000,Giordani Gold CC Cream SPF 35 - Light,Colour Cosmetics,Global Development,Facial Make-Up,Other Facial Make-Up,Giordani Gold,Not Applicable,CC Cream,REGP,Colour Cosmetics,Foundation,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/309/30988.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/309/30988.ashx?u=0101010000,NULL
27441,The ONE Crystal Nail File,G,Discontinued (D),2014-04-22 00:00:00.000,The ONE Crystal Nail File,Accessories,Global Development,Beauty Tools,Body & Bath Tools,The ONE,Not Applicable,Manicure & Hand Care,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/27/274/27441.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/27/274/27441.ashx?u=0101010000,NULL
27730,Dual Pencil Sharpener,G,Ongoing (N),2014-06-24 00:00:00.000,Dual Pencil Sharpener,Accessories,Global Development,Beauty Tools,MakeUp Tools,Oriflame,Not Applicable,Other Make up tools,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/27/277/27730.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/27/277/27730.ashx?u=0101010000,NULL
39988,Saffia Wallet,G,Limited Life (L),2019-03-11 00:00:00.000,Saffia Wallet,Other Category,Global Development,Recruitment Driver / Activity Driver,Bag,Unknown,Unknown,Wallet,REGP,Accessories,Other,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39988.ashx?u=1904300546&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39988.ashx?u=1904300546,NULL
39991,Saffia Overnighter,G,Limited Life (L),2019-03-11 00:00:00.000,Saffia Overnighter,Other Category,Global Development,Recruitment Driver / Activity Driver,Bag,Unknown,Unknown,Travel Bag,REGP,Accessories,Other,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39991.ashx?u=1904291044&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39991.ashx?u=1904291044,NULL
41740,Sunset Scarf,G,Limited Life (L),2019-03-11 00:00:00.000,Sunset Scarf,Accessories,Global Development,Fashion Accessories,Fashion Textile,Non Branded,Not Applicable,Scarf,REGP,Accessories,Textiles,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/4/41/417/41740.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/4/41/417/41740.ashx?u=0101010000,NULL
31442,The ONE LipSpa Care Lip - transp,G,Ongoing (N),2014-12-12 00:00:00.000,The ONE Lip Spa Care Lip Balm - Transparent,Colour Cosmetics,Global Development,Lip Products,Other Lip Products,The ONE,Care,Tinted Lip Balm,REGP,Colour Cosmetics,Lip Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/314/31442.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/314/31442.ashx?u=0101010000,NULL
29580,Make-up Brush Cleaner,G,Ongoing (N),2017-08-01 00:00:00.000,Make-up Brush Cleaner,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Other Make up tools,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/295/29580.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/295/29580.ashx?u=0101010000,NULL
39940,Linnea Sunglasses,G,Limited Life (L),2019-01-07 00:00:00.000,Linnea Sunglasses,Other Category,Global Development,Recruitment Driver / Activity Driver,Fashion Accessories,Unknown,Unknown,Sunglasses,REGP,Accessories,Other,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39940.ashx?u=1903220525&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39940.ashx?u=1903220525,NULL
39948,Aquarian Wallet,G,Limited Life (L),2018-12-17 00:00:00.000,Aquarian Wallet,Other Category,Global Development,Recruitment Driver / Activity Driver,Bag,Unknown,Unknown,Purse,REGP,Accessories,Other,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39948.ashx?u=1812200945&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39948.ashx?u=1812200945,NULL
39949,Aquarian Clutch,G,Limited Life (L),2018-12-17 00:00:00.000,Aquarian Clutch,Other Category,Global Development,Recruitment Driver / Activity Driver,Bag,Unknown,Unknown,Clutch,REGP,Accessories,Other,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39949.ashx?u=1812200945&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39949.ashx?u=1812200945,NULL
39951,Aquarian Handbag,G,Limited Life (L),2018-12-17 00:00:00.000,Aquarian Handbag,Other Category,Global Development,Recruitment Driver / Activity Driver,Bag,Unknown,Unknown,Day Bag,REGP,Accessories,Other,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39951.ashx?u=1812200945&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39951.ashx?u=1812200945,NULL
39952,Aquarian Travel Tote,G,Limited Life (L),2018-12-17 00:00:00.000,Aquarian Travel Tote,Other Category,Global Development,Recruitment Driver / Activity Driver,Bag,Unknown,Unknown,Travel Bag,REGP,Accessories,Other,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39952.ashx?u=1812200946&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39952.ashx?u=1812200946,NULL
39954,Aquarian Weekender,G,Limited Life (L),2018-12-17 00:00:00.000,Aquarian Weekender,Other Category,Global Development,Recruitment Driver / Activity Driver,Bag,Unknown,Unknown,Travel Bag,REGP,Accessories,Other,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39954.ashx?u=1812200946&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/39954.ashx?u=1812200946,NULL
31540,NovAge Ultimate Lift Day Cream,G,Ongoing (N),2015-10-02 00:00:00.000,NovAge Ultimate Lift Advanced Lifting Day Cream SPF 15,Skin Care,Global Development,Facial Care,Anti-Agers,Novage,Ultimate Lift,Anti-Aging Day,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/315/31540.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/315/31540.ashx?u=0101010000,NULL
29591,Precision Angled Eyeliner Brush,G,Ongoing (N),2017-08-01 00:00:00.000,Precision Angled Eyeliner Brush,Accessories,Global Development,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Make up Brushes,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29591.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/29/295/29591.ashx?u=0101010000,NULL
